com_id,com_nam,lin_ima,spo_nam,aff_com_nam,tot_rec,tot_dis,cas_on_han,cov_end_dat
"C00452748","GREATER OPPORTUNITIES FOR LEADERSHIP DEVELOPMENT (GOLD PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00452748","BISHOP, SANFORD","BISHOP","$32,500.00","$11,887.20","$22,309.60","2016-02-29"
"C00526715","GREATER TOMORROW POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00526715","","GLENN THOMPSON","$31,850.20","$25,382.70","$8,266.49","2015-12-31"
"C00409110","GREEN MOUNTAIN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409110","","LEAHY GREEN MOUNTAIN COMMITTEE","$272,490.20","$276,687.60","$38,889.51","2015-12-31"
"C00455980","GREGGPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00455980","HARPER, GREGG","HARPER","$52,320.00","$47,180.00","$6,216.96","2015-12-31"
"C00528596","GROW OUR HOUSE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00528596","","","$61,321.00","$52,114.20","$12,936.87","2015-12-31"
"C00388793","GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00388793","","SPENCER BACHUS",,,,""
"C00481978","GUTS POLITICAL ACTION COMMITTEE A/K/A TRUE BLUE DEMOCRATS","http://docquery.fec.gov/cgi-bin/fecimg/?C00481978","GRAYSON, ALAN MARK","GRAYSON","$30,035.70","$20,599.10","$9,719.78","2016-02-29"
"C00464644","HARRIS COUNTY CONSERVATIVE CONGRESSIONAL CAMPAIGN","http://docquery.fec.gov/cgi-bin/fecimg/?C00464644","","FAULK FOR CONGRESS",,,,""
"C00415869","HARVEST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00415869","","","$25,000.00","$11,894.30","$14,203.95","2016-02-29"
"C00605212","HAVING UNWAVERING RESOLVE AND DETERMINATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00605212","HURD, WILLIAM","HURD",,,,""
"C00567693","HAWAII PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00567693","SCHATZ, BRIAN","SCHATZ","$178,290.10","$145,922.70","$36,188.62","2016-02-29"
"C00588806","HEALTH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00588806","","DR.  DENA  MARIE  MINNING  MD","$10,000.00","$5,197.50","$4,802.50","2016-01-31"
"C00528414","HEALTHCARE FREEDOM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00528414","","DAVID PHILLIP DR ROE","$262,600.00","$303,555.20","$35,289.22","2015-12-31"
"C00342386","HEART PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00342386","","","$33.00","$2,211.00","$4,195.63","2015-12-31"
"C00523381","HEARTDOCPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00523381","","LARRY D BUCSHON","$25,000.00","$16,271.30","$10,013.89","2015-12-31"
"C00409003","HEARTLAND VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409003","","JOHN R THUNE","$653,333.50","$496,466.50","$687,229.14","2015-12-31"
"C00548792","HECK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00548792","HECK, DENNIS","HECK","$55,000.00","$52,000.30","$15,590.38","2016-02-29"
"C00471607","HELLERHIGHWATER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00471607","","DEAN HELLER","$486,578.20","$370,470.60","$158,657.95","2016-02-29"
"C00376038","HELP AMERICA'S LEADERS POLITICAL ACTION COMMITTEE (HALPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00376038","ROGERS, HAROLD","ROGERS","$385,398.20","$329,126.70","$295,038.48","2016-02-29"
"C00442467","HELPING ENSURE RESPONSIBLE GOVERNMENT BY ELECTING REPUBLICANS (H.E.R.G.E.R. PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00442467","","H.E.R.G.E.R. PAC #2","$8.50","$2,499.10","$40,947.75","2015-12-31"
"C00405290","HOLD THE CENTER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00405290","","BIG EASY COMMITTEE","$53,500.00","$108,977.30","$4,926.97","2016-02-29"
"C00392738","HOLDING ONTO OREGON'S PRIORITIES","http://docquery.fec.gov/cgi-bin/fecimg/?C00392738","","WYDEN FOR OREGON","$477,928.30","$454,976.10","$145,102.23","2015-12-31"
"C00492082","HOOSIERS FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492082","","JOSEPH DONNELLY","$245,100.00","$242,512.80","$83,437.49","2016-02-29"
"C00326439","HOUSE CONSERVATIVES FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00326439","WILLIAMS, ROGER","WILLIAMS","$279,243.10","$305,878.40","$67,136.43","2016-02-29"
"C00542100","HOUSE LIBERTY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00542100","","JAMES JORDAN","$45.30","$60,155.00",,"2015-03-31"
"C00321596","HOUSE MAJORITY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00321596","LEWIS, JOHN","LEWIS","$8,000.00","$17,000.00","$8,462.11","2016-02-29"
"C00495911","HPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00495911","HUNTSMAN, JON","HUNTSMAN","$9,500.00","$11,091.10",,"2015-06-30"
"C00512541","HUDSON VALLEY FUTURE FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00512541","HAYWORTH, NAN","HAYWORTH",,"$2,700.00","$491.11","2015-12-31"
"C00549014","HUDSON VALLEY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00549014","MALONEY, SEAN","MALONEY","$23,631.60","$23,180.00","$5,490.67","2016-02-29"
"C00464727","HUSKY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00464727","","JOE COURTNEY","$72,500.00","$37,084.00","$40,748.35","2015-12-31"
"C00455840","I-PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00455840","LOEBSACK, DAVID","","$15,000.00","$5,400.00","$13,686.69","2015-12-31"
"C00484667","ICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00484667","","FRIENDS OF ERIK PAULSEN","$119,898.50","$50,448.70","$78,634.49","2015-12-31"
"C00544270","IDAHO CONSERVATIVE GROWTH FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00544270","","MICHAEL D CRAPO","$44,300.00","$29,373.90","$37,185.29","2016-02-29"
"C00588277","IGNITE OKLAHOMA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00588277","","DAVID  LEWIS",,,,"2015-12-31"
"C00530816","IMMIGRATION REFORM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00530816","GUTIERREZ, LUIS V.","GUTIERREZ","$107,300.00","$39,508.30","$351,776.65","2015-12-31"
"C00348607","IMPACT","http://docquery.fec.gov/cgi-bin/fecimg/?C00348607","","CHARLES E. SCHUMER","$741,503.00","$633,396.00","$192,861.43","2016-02-29"
"C00525238","IMPACT COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00525238","TURNER, REP MICHAEL R","TURNER","$53,103.80","$63,059.10","$12,952.71","2016-02-29"
"C00380675","INDIVIDUALS DEDICATED TO ETHICS AND SCIENCE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00380675","DEGETTE, DIANA","","$46,895.90","$28,055.60","$21,587.79","2015-12-31"
"C00547356","INLAND EMPIRE STRIKES PAC; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00547356","","MARK TAKANO","$25,760.50","$24,088.00","$2,050.05","2015-12-31"
"C00589606","INNOVATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00589606","","MARK DESAULNIER","$2,020.00",,"$2,020.00","2015-12-31"
"C00371088","INTERACTIVE CORP POLITICAL ACTION COMMITTEE AKA IACPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00371088","","",,"$13,936.10","$71,829.48","2015-12-31"
"C00450320","INVEST IN A STRONG AND SECURE AMERICA - ISSA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00450320","","DARRELL ISSA","$146,249.50","$79,532.80","$273,587.86","2015-12-31"
"C00402982","IRL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00402982","ROS-LEHTINEN, ILEANA","ROS-LEHTINEN","$250.20","$46,646.00","$8,003.95","2015-12-31"
"C00489112","JEFF PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00489112","","JEFF DENHAM","$217,382.60","$226,014.90","$126,234.65","2016-02-29"
"C00363317","JERRY'S POLITICAL ACTION COMMITTEE (JERRY'S PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00363317","","NADLER FOR CONGRESS - REP. JERROLD NADLER","$60,700.00","$51,503.60","$27,717.11","2016-02-29"
"C00536540","JOBS GROWTH AND FREEDOM FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00536540","CRUZ, RAFAEL EDWARD TED","CRUZ","$234,421.30","$327,931.00","$37,599.91","2016-02-29"
"C00567495","JOBS UNITE LABOR AND INDUSTRY IN AMERICA PAC (JULIA PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00567495","","JULIA BROWNLEY","$20,000.00","$1,458.60","$18,801.67","2015-12-31"
"C00420695","JOBS, ECONOMY AND BUDGET FUND (JEB FUND)","http://docquery.fec.gov/cgi-bin/fecimg/?C00420695","","REPUBLICAN LEADERSHIP COMMITTEE 2011","$498,500.00","$438,712.50","$105,921.22","2016-02-29"
"C00516724","JOBS, ENERGY AND OUR FOUNDING FATHERS PAC-JEFF PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00516724","","JEFF DUNCAN","$15,000.00","$9,160.20","$10,158.67","2016-02-24"
"C00362384","JOBS, OPPORTUNITIES AND EDUCATION PAC (JOE-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00362384","CROWLEY, JOSEPH","CROWLEY","$535,080.80","$473,706.00","$160,333.67","2016-02-29"
"C00566851","JOBS, OPPORTUNITY AND NEW IDEAS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00566851","","JONI ERNST","$731,226.70","$729,415.90","$14,622.26","2015-12-31"
"C00390831","JOHN S FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00390831","SHIMKUS, JOHN","SHIMKUS","$205,400.00","$207,100.00","$21,831.96","2016-02-29"
"C00571851","JOINING TO ELEVATE THE TRUTH PAC (JETT PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00571851","","JAMES F. BRIDENSTINE","$4,800.00","$3,301.00","$1,499.02","2015-12-31"
"C00582726","JUMP INTO ACTION FOR CONSERVATIVES TO KEEP OUR IDEAS ELEVATED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00582726","","JACKIE  WALORSKI SWIHART","$48,300.00","$45,535.00","$2,765.00","2015-12-31"
"C00455832","JUST PERMANENT INTERESTS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00455832","","","$21,500.00","$21,000.00","$8,500.00","2015-12-31"
"C00608505","JUSTICE OPPORTUNITY STRENGTH HONOR PAC (JOSHPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00608505","","JOSH MANDEL",,,,""
"C00525717","JUSTINPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00525717","","JUSTIN AMASH","$15,000.00","$12,381.30","$10,366.85","2016-02-29"
"C00412312","KANSAFORNIAN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00412312","","","$2,321.20","$3,845.10","$195,237.93","2015-12-31"
"C00524603","KEEPING AMERICA ROLLING PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00524603","KELLY, GEORGE J JR J. JR.","KELLY","$71,600.00","$67,124.10","$39,841.87","2015-12-31"
"C00493809","KEEPING REPUBLICAN IDEAS STRONG TIMELY AND INVENTIVE (KRISTI PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00493809","","KRISTI LYNN NOEM","$55,494.30","$58,522.50","$15,424.29","2015-12-31"
"C00493411","KELLY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00493411","","KELLY VICTORY FUND","$442,092.60","$405,700.50","$104,496.34","2016-02-29"
"C00594473","KEN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00594473","","KENNY MARCHANT","$3,750.00","$70.50","$3,679.46","2015-12-31"
"C00417717","KENTUCKY FORWARD PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00417717","","BEN CHANDLER",,"$4,867.40","$13,342.00","2015-12-31"
"C00439992","KEYSTONE AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00439992","","KEYSTONE VICTORY FUND","$229,929.40","$242,011.10","$26,968.22","2016-02-29"
"C00574798","KEYSTONE LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00574798","FITZPATRICK, MICHAEL","FITZPATRICK","$21,806.00","$7,953.90","$13,852.11","2015-12-31"
"C00365551","KPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00365551","HUTCHISON, KAY BAILEY","HUTCHISON","$1,000.00","$15,571.10","$17,237.16","2015-12-31"
"C00095059","L.A. P.A.C.","http://docquery.fec.gov/cgi-bin/fecimg/?C00095059","WAXMAN, HENRY","","$212.00","$6,107.70","$53,556.44","2016-03-31"
"C00607721","LAND OF OPPORTUNITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00607721","","MR.  BRUCE  WESTERMAN",,,,""
"C00492058","LANK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492058","","","$145,305.00","$99,791.40","$120,559.85","2015-12-31"
"C00576975","LATINO LEADERS FOR EQUALITY GROWTH OPPORTUNITY PROGRESSIVE ACTION & CHANGE (LLEGO-PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00576975","","RUBEN GALLEGO","$35,350.00","$11,561.10","$23,788.92","2016-02-29"
"C00491043","LEAD YOUR  NATION NOW PAC  (LYNN PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00491043","JENKINS, LYNN","JENKINS","$160,848.50","$146,813.80","$32,896.16","2015-12-31"
"C00564369","LEADERS ONLY UNITE POLITICAL ACTION COMMITTEE AKA LOU PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00564369","","LOU BARLETTA","$45,047.00","$47,235.20","$2,241.67","2016-02-29"
"C00485540","LEADERSHIP FOR AMERICA TODAY TOMORROW AND ALWAYS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00485540","LATTA, ROBERT","LATTA","$20,000.00","$21,783.00","$10,371.33","2016-02-24"
"C00342378","LEADERSHIP FOR AMERICA'S FUTURE PAC (LEAD PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00342378","SHADEGG, JOHN B.","",,,,""
"C00456913","LEADERSHIP FOR AMERICAN OPPORTUNITY","http://docquery.fec.gov/cgi-bin/fecimg/?C00456913","FATTAH, CHAKA","FATTAH",,"$11,765.00","$78.91","2015-12-31"
"C00299149","LEADERSHIP FOR TODAY AND TOMORROW","http://docquery.fec.gov/cgi-bin/fecimg/?C00299149","","XAVIER BACERRA","$283,458.50","$206,781.90","$111,527.74","2016-02-29"
"C00366179","LEADERSHIP IN THE NEW CENTURY (LINCPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00366179","","","$6.70",,"$559.55","2015-12-31"
"C00530774","LEADERSHIP RESPONSIBILITY AND ACTION PAC AKA LRA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00530774","ROYBAL-ALLARD, LUCILLE","ROYBAL-ALLARD","$5,000.00","$1,000.00","$8,210.11","2016-02-29"
"C00589309","LEADERSHIP, INTEGRITY, ENGAGEMENT, UNITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00589309","","TED LIEU","$15,000.00",,"$15,000.00","2015-12-31"
"C00345124","LEADING ORANGE COUNTY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00345124","SANCHEZ, LORETTA","SANCHEZ","$44,000.00","$18,229.80","$26,203.14","2015-12-31"
"C00573626","LEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00573626","","MR  LEE  M  ZELDIN","$33,200.00","$8,138.30","$25,061.72","2015-12-31"
"C00385534","LEGPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00385534","CARDIN, BENJAMIN L","CARDIN","$158,906.70","$131,598.70","$78,863.99","2015-12-31"
"C00588749","LET TEXANS RUN TEXAS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00588749","","HON.  JOHN  CULBERSON","$2,000.00","$44.10","$1,955.90","2015-12-31"
"C00492538","LIBERTY & PROSPERITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492538","","RODNEY P. FRELINGHUYSEN","$119,325.00","$104,165.90","$24,241.12","2015-12-31"
"C00521310","LIBERTY FUND; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00521310","","","$5,500.00","$4,077.00","$11,359.92","2015-12-31"
"C00234641","LIBERTY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00234641","PAUL, RON","","$15,581.80","$15,788.30","$2,012.48","2015-12-31"
"C00446625","LIBERTY PROJECT","http://docquery.fec.gov/cgi-bin/fecimg/?C00446625","","HONORABLE RANDY NEUGEBAUER","$120,500.00","$107,901.30","$63,974.91","2016-02-29"
"C00491241","LINCOLN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00491241","","KIRK VICTORY COMMITTEE","$216,266.60","$229,801.70","$20,947.78","2016-02-29"
"C00426965","LIVABLE COMMUNITIES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00426965","GRIJALVA, REP. RAUL M","GRIJALVA","$15,000.00","$6,563.50","$11,120.30","2015-12-31"
"C00497073","LOBO PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00497073","","SENATOR MARTIN HEINRICH","$353,867.90","$327,241.90","$33,489.42","2016-02-29"
"C00415208","LONE STAR LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00415208","","MICHAEL BURGESS","$250,240.10","$221,980.50","$128,031.80","2016-02-29"
"C00553347","LONE STAR VICTORY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00553347","","PETE GALLEGO","$16.00","$3,718.40",,"2015-02-09"
"C00459305","LONG LEAF PINE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00459305","","","$3,175.20","$58,105.10","$40,933.21","2016-02-29"
"C00402602","LONGHORN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00402602","","LAMAR SMITH","$165,100.00","$142,839.00","$32,932.85","2016-02-29"
"C00486613","LOUISE'S PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00486613","SLAUGTHER, LOUISE","SLAUGTHER","$10,000.00","$14,292.00","$3,121.21","2015-12-31"
"C00409631","LOUISIANA REFORM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00409631","","DAVID VITTER","$101,900.00","$94,006.10","$52,470.31","2015-12-31"
"C00466904","LOUISIANA VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00466904","FLEMING, JOHN","FLEMING","$56,136.80","$56,712.20","$23,063.66","2016-02-29"
"C00579516","LOWCOUNTRY PALMETTO PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00579516","","HONORABLE  MARK  SANFORD","$5,000.00",,"$5,000.00","2015-12-31"
"C00365270","M-PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00365270","","PATTY MURRAY","$391,233.30","$370,675.10","$69,461.21","2016-02-29"
"C00461251","MAC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00461251","MCGOVERN, JAMES","MCGOVERN","$7,000.00","$9,042.50","$5,590.74","2015-12-31"
"C00426809","MADISON PAC; THE","http://docquery.fec.gov/cgi-bin/fecimg/?C00426809","NEAL, RICHARD E MR.","NEAL","$186,500.00","$85,972.20","$736,952.39","2015-12-31"
"C00590448","MAHALO PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00590448","","KYLE MARK  TAKAI","$13,500.00",,"$13,500.00","2016-02-29"
"C00343574","MAINSTREAM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00343574","LOFGREN, ZOE","","$22,500.00","$1,349.40","$26,494.01","2015-12-31"
"C00565630","MAINTAINING ALL REPUBLICANS IN OFFICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00565630","","MARIO DIAZ-BALART","$17,000.00","$15,270.70","$14,968.01","2015-12-31"
"C00428052","MAJORITY COMMITTEE PAC--MC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00428052","MCCARTHY, KEVIN","MCCARTHY","$2,271,269.90","$1,963,413.50","$933,108.85","2016-02-29"
"C00402909","MAJORITY IN CONGRESS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00402909","MICA, JOHN","MICA","$15,000.00","$25,953.60","$10,976.05","2016-02-29"
"C00495705","MAKE IT IN AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00495705","GARAMENDI, CONGRESSMAN JOHN","GARAMENDI","$26,590.00","$21,327.10","$12,995.31","2016-02-29"
"C00552539","MAKE IT WORK","http://docquery.fec.gov/cgi-bin/fecimg/?C00552539","","ANGUS KING","$44,000.00","$46,720.30","$2,452.56","2016-02-29"
"C00524611","MAKE OPPORTUNITY POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00524611","","MO BROOKS","$11,000.00","$12,225.00","$22,836.86","2015-12-31"
"C00562330","MAKING A REAL CHANGE - MARC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00562330","","MARC ALLISON VEASEY","$17,500.00","$12,998.30","$8,275.68","2016-02-29"
"C00409276","MAKING A RESPONSIBLE STAND FOR HOUSEHOLDS IN AMERICA  (MARSHA PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00409276","","MARSHA BLACKBURN","$103,600.00","$87,466.80","$59,156.35","2016-02-29"
