com_id,com_nam,lin_ima,spo_nam,aff_com_nam,tot_rec,tot_dis,cas_on_han,cov_end_dat
"C00563429","MAKING A SENSIBLE SHIFT IN ELECTIONS (MASSIE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00563429","","THOMAS H MASSIE","$37,650.00","$23,682.70","$20,590.01","2015-12-31"
"C00555086","MAKING ACTIONS COUNT POLITICAL ACTION COMMITTEE (MACPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00555086","MCALLISTER, VANCE MICHAEL","MCALLISTER","$500.00","$574.00","$744.94","2015-12-31"
"C00445379","MAKING AMERICA PROSPEROUS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00445379","","BRADY VICTORY FUND","$430,350.00","$295,640.20","$171,428.37","2016-02-29"
"C00547448","MAKING AMERICANS COUNT PAC AKA MAC PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00547448","","MATT CARTWRIGHT","$17,500.00","$15,215.00","$16,385.26","2015-12-31"
"C00392134","MAKING BUSINESS EXCEL POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00392134","","ENZI FOR US SENATE","$298,662.30","$239,446.80","$92,919.39","2015-12-31"
"C00564658","MAKING INVESTMENTS MAJORITY INSURED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00564658","","MIMI WALTERS","$72,661.70","$69,961.80","$7,551.11","2015-12-31"
"C00486738","MANY INDIVIDUAL CONSERVATIVES HELPING ELECT LEADERS EVERYWHERE (MICHELEPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00486738","BACHMANN, MICHELE","BACHMANN","$138,954.30","$184,804.30","$32,523.50","2015-12-31"
"C00542621","MAPLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00542621","","PETER WELCH","$44,000.00","$25,718.70","$37,100.28","2015-12-31"
"C00502591","MARKETPLACE IDEAS AND CONSERVATIVE KNOWLEDGE PAC-MICK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00502591","","JOHN MICHAEL 'MICK' MULVANEY","$22,500.00","$15,500.00","$17,593.30","2016-02-29"
"C00527309","MARTHA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00527309","","REPRESENTATIVE MARTHA ROBY","$27,500.00","$6,675.00","$28,709.20","2015-12-31"
"C00332890","MARY BONO COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00332890","","","$.30","$6,934.00","$30,688.87","2015-12-31"
"C00365338","MARY'S POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00365338","BONO MACK, MARY","BONO MACK",,"$.30",,"2015-01-15"
"C00417295","MASS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00417295","CAPUANO, MICHAEL E","","$35,500.00","$17,469.20","$39,047.21","2015-12-31"
"C00572438","MI14 PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00572438","LAWRENCE, BRENDA","LAWRENCE",,,,"2015-12-31"
"C00495317","MICHIGAN FIRST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00495317","BENISHEK, DR. DANIEL J.","BENISHEK","$11,334.30","$12,639.30","$3,440.10","2015-12-31"
"C00502096","MICHIGAN'S FUTURE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00502096","DAN KILDEE, DANEIL","DAN KILDEE","$37,500.00","$45,691.20","$1,324.69","2015-12-31"
"C00486860","MIDDLE CLASS AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00486860","","DAN LIPINSKI FOR CONGRESS","$22,000.00","$13,000.00","$38,826.00","2015-12-31"
"C00345199","MIDNIGHT SUN POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00345199","YOUNG, DONALD","YOUNG","$32,343.30","$40,826.50","$8,674.19","2015-12-31"
"C00416131","MIDWEST VALUES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00416131","FRANKEN, AL","FRANKEN","$1,551,821.70","$1,289,752.90","$319,967.06","2016-02-29"
"C00465112","MISSION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00465112","","LOIS G CAPPS","$5,000.00","$12,018.40","$14,150.05","2015-12-31"
"C00431122","MISSOURIANS FOR ACCOUNTABILITY AND CHANGE (MACPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00431122","MCCASKILL, CLAIRE","MCCASKILL","$170,700.00","$205,955.70","$22,057.35","2016-02-29"
"C00507640","MONADNOCK POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00507640","","",,"$4,635.00","$771.96","2015-12-31"
"C00540187","MORE CONSERVATIVES PAC (MCPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00540187","MCHENRY, PATRICK TIMOTHY","MCHENRY","$618,499.30","$577,909.50","$139,587.40","2016-02-29"
"C00576355","MORMONS FOR DEMOCRATS","http://docquery.fec.gov/cgi-bin/fecimg/?C00576355","","JONATHAN  GATTO",,,,""
"C00375451","MOVING AMERICA FORWARD","http://docquery.fec.gov/cgi-bin/fecimg/?C00375451","NELSON, BILL","NELSON","$177,053.30","$167,134.90","$44,638.86","2015-12-31"
"C00593475","MOVING AMERICA'S REPUBLICANS INTO NUMBER ONE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00593475","MARINO, THOMAS ANTHONY","MARINO","$1,500.00",,"$1,500.00","2015-12-31"
"C00563726","MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00563726","SMITH, JASON","SMITH","$52,702.10","$63,330.70","$2,557.42","2015-12-31"
"C00459925","MURPHPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00459925","MURPHY, CHRISTOPHER","MURPHY","$244,574.60","$241,193.40","$32,277.73","2016-02-29"
"C00403592","NARRAGANSETT BAY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00403592","","JOHN F. REED","$241,475.00","$246,899.00","$14,523.22","2016-02-29"
"C00302588","NATIONAL LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00302588","","CHARLES RANGEL","$9,500.00","$13,567.60","$22,305.29","2015-12-31"
"C00366419","NEBRASKA LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00366419","","E. BENJAMIN NELSON",,"$1,362.00","$39,793.28","2015-12-31"
"C00489831","NEW ECONOMY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00489831","HIGGINS, BRIAN","HIGGINS","$11,000.00","$4,296.50","$16,381.35","2015-12-31"
"C00611400","NEW ENERGY IN WASHINGTON HOUSE PAC NEW HOUSE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00611400","","DAN NEWHOUSE",,,,""
"C00566059","NEW ENERGY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00566059","SWALWELL, ERIC MICHAEL","SWALWELL","$24,876.80","$48,128.10","$5,705.24","2016-02-29"
"C00391458","NEW JERSEY FIRST","http://docquery.fec.gov/cgi-bin/fecimg/?C00391458","LAUTENBERG, FRANK","LAUTENBERG 20 YEARS COMMITTEE",,"$24,046.20",,"2015-03-31"
"C00591461","NEW MEXICO WORKS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00591461","","MICHELLE  LUJAN  GRISHAM","$46,980.00","$14,881.10","$32,098.87","2016-02-29"
"C00349233","NEW MILLENNIUM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00349233","","ROBERT MENENDEZ","$106,600.00","$190,708.10","$57,683.39","2016-02-29"
"C00571570","NEW OPPORTUNITY FOR REAL MONUMENTAL ACTION (NORMA PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00571570","","NORMA TORRES","$5,000.00",,"$5,000.00","2015-12-31"
"C00398750","NEW PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00398750","","NUNES VICTORY FUND","$314,037.30","$270,926.70","$233,702.81","2015-12-31"
"C00459123","NEW PIONEERS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00459123","WALDEN, GREGORY P","WALDEN","$574,451.20","$447,379.10","$198,870.53","2016-02-29"
"C00452763","NEW SOUTH LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00452763","BUTTERFIELD, GK","BUTTERFIELD","$39,282.30","$54,415.60","$57,480.22","2015-12-31"
"C00375691","NEW VISION AMERICA FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00375691","HONDA, MIKE","HONDA","$29,500.00","$10,609.00","$23,495.13","2015-12-31"
"C00545236","NEW VOICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00545236","","UNITED STATES REPRESENTATIVE JOYCE BEATTY","$16,500.00","$9,169.00","$13,365.00","2016-02-24"
"C00413716","NEW YORK JOBS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00413716","","STEVE ISRAEL","$175,000.00","$146,616.40","$49,071.26","2016-02-29"
"C00343947","NEXT CENTURY FUND","http://docquery.fec.gov/cgi-bin/fecimg/?C00343947","","RMF-NCF 2013 COMMITTEE","$335,467.20","$262,146.10","$331,437.54","2015-12-31"
"C00576249","NORCAL WATER JOBS LIBERTY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00576249","","DOUG  LAMALFA","$3,750.00","$28.00","$3,722.00","2016-02-29"
"C00585554","NOVA POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00585554","","BARBARA  COMSTOCK","$19,500.00","$8,111.50","$11,388.52","2016-02-29"
"C00492983","NUTMEG PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00492983","BLUMENTHAL, RICHARD","BLUMENTHAL","$202,600.00","$241,657.80","$29,387.53","2016-02-29"
"C00397067","OCEAN STATE POLITICAL ACTION COMMITTEE (OSPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00397067","LANGEVIN, JAMES R","LANGEVIN","$42,000.00","$23,609.60","$28,608.85","2015-12-31"
"C00431601","OCEANS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00431601","WHITEHOUSE, SHELDON","WHITEHOUSE","$270,848.00","$262,492.70","$30,748.09","2016-02-29"
"C00424358","OCPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00424358","","JOHN CAMPBELL",,"$2,701.70",,"2015-03-11"
"C00356378","OHIO USA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00356378","","BUCKEYE PAC","$12,629.50","$15,660.10","$50,804.64","2016-02-24"
"C00571208","ONE GEORGIA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00571208","PERDUE, DAVID","PERDUE","$216,161.30","$164,612.80","$51,548.55","2016-02-29"
"C00403071","ONE VOICE","http://docquery.fec.gov/cgi-bin/fecimg/?C00403071","LEE, BARBARA","LEE","$6,000.00","$1,475.50","$5,674.30","2015-12-31"
"C00551853","OORAH! POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00551853","YOUNG, TODD","YOUNG","$30,648.50","$43,373.50","$36,066.36","2015-12-31"
"C00460972","OPPORTUNITY & RENEWAL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00460972","MERKLEY, JEFFREY","MERKLEY","$235,934.50","$187,255.50","$50,233.98","2016-02-29"
"C00235572","OPPORTUNITY AND RESPONSIBILITY RESTORED IN OUR NATION PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00235572","HATCH, ORRIN G","HATCH","$934,844.10","$502,170.20","$1,072,637.29","2015-12-31"
"C00542175","PAC DESIGNED TO CONFUSE THE PUBLIC","http://docquery.fec.gov/cgi-bin/fecimg/?C00542175","","QUEWL LLC",,,,""
"C00342048","PAC FOR A CHANGE","http://docquery.fec.gov/cgi-bin/fecimg/?C00342048","","BARBARA BOXER","$533,272.30","$456,622.00","$275,223.24","2015-12-31"
"C00344234","PAC TO THE FUTURE","http://docquery.fec.gov/cgi-bin/fecimg/?C00344234","","NANCY PELOSI","$646,606.70","$512,318.60","$695,959.04","2016-02-29"
"C00562256","PARAGRAPH TWO PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00562256","","LUKE MESSER VICTORY FUND","$56,000.00","$45,835.00","$13,797.51","2015-12-31"
"C00580738","PATIENT'S RIGHT TO EXCELLENT MEDICINE","http://docquery.fec.gov/cgi-bin/fecimg/?C00580738","","MR.  HAROLD  THOMAS  BECK II",,,,""
"C00522318","PATRIOT POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00522318","","STEVEN PALAZZO","$20,000.00","$19,821.20","$15,045.17","2016-02-17"
"C00531590","PATRIOTS IN ACTION","http://docquery.fec.gov/cgi-bin/fecimg/?C00531590","WILLIAMS, ROGER","WILLIAMS",,"$5,149.50","$14,448.12","2016-02-10"
"C00526046","PATRIOTS LEADING A MAJORITY","http://docquery.fec.gov/cgi-bin/fecimg/?C00526046","","PATRICK L MEEHAN","$33,000.00","$40,292.20","$11,507.81","2015-12-31"
"C00585778","PAUL BERRY III LEADERSHIP PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00585778","","PAUL  L  BERRY  III",,,,""
"C00525824","PEACE THROUGH STRENGTH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00525824","","DUNCAN D HUNTER","$43,000.00","$41,712.30","$60,690.91","2015-12-31"
"C00569921","PEACH PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00569921","COLLINS, DOUGLAS ALLEN","COLLINS","$10,000.00","$4,653.90","$6,334.11","2016-02-29"
"C00420919","PEAK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00420919","","UDALL FOR COLORADO","$1,355.70","$66,389.60",,"2015-10-15"
"C00417584","PENGUIN PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00417584","","TIM RYAN","$31,600.00","$79,869.70","$6,899.85","2016-02-29"
"C00557850","PENINSULA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00557850","","THE HONORABLE ANNA ESHOO","$30,000.00","$120,145.30",,"2016-01-13"
"C00363770","PEOPLE FOR ENTERPRISE TRADE AND ECONOMIC GROWTH (PETE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00363770","","AMERICAN VICTORY COMMITTEE","$260,500.00","$230,632.10","$55,251.94","2016-02-29"
"C00447581","PEOPLE HELPING ILLINOIS LEAD","http://docquery.fec.gov/cgi-bin/fecimg/?C00447581","","PHIL HARE",,"$1,674.60","$179.95","2015-12-31"
"C00248948","PEOPLE HELPING PEOPLE","http://docquery.fec.gov/cgi-bin/fecimg/?C00248948","WATERS, MAXINE","","$39,000.00","$28,538.40","$11,351.71","2015-12-31"
"C00410092","PEOPLE'S VOICE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00410092","","TAMMY BALDWIN VICTORY COMMITTEE","$238,750.40","$223,221.90","$20,902.24","2015-12-31"
"C00544254","PERIMETER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00544254","DUCKWORTH, TAMMY","DUCKWORTH","$19,916.10","$15,188.70","$6,687.82","2015-12-31"
"C00587832","PINE TREE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00587832","","BRUCE  L  POLIQUIN","$25,000.00","$25.80","$24,974.25","2016-02-29"
"C00539601","PINEAPPLE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00539601","HIRONO, MAZIE","HIRONO","$153,065.10","$130,238.20","$36,728.15","2016-02-29"
"C00452771","PIONEER PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00452771","","","$24,750.00","$22,493.40","$16,927.54","2015-12-31"
"C00325357","PIONEER POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00325357","TIBERI, PATRICK","TIBERI","$864,350.30","$572,390.80","$421,086.67","2016-02-29"
"C00402172","PITTSPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00402172","PITTS, JOSEPH","PITTS","$6,000.00","$18,528.90","$7,363.53","2015-12-31"
"C00602789","POLITICS AND THE DEAF","http://docquery.fec.gov/cgi-bin/fecimg/?C00602789","","MELVIN   L  PATTERSON",,,,""
"C00581892","PONDEROSA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00581892","","MARK  E  AMODEI","$19,345.30","$7,393.90","$11,951.45","2016-03-31"
"C00579888","PRAGMATIC PROGRESSIVE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00579888","","SHAWN  PATRICK  O'CONNOR","$5,000.00","$5,042.00","-$42.00","2015-12-31"
"C00347195","PRAIRIE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00347195","","RICHARD J. DURBIN","$515,351.00","$450,002.40","$103,096.61","2016-02-29"
"C00557579","PRAIRIELAND PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00557579","","MICHAEL O JOHANNS",,,,""
"C00383869","PRESERVING AMERICA'S TRADITIONS (PATPAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00383869","ROBERTS, PAT","","$175,931.70","$232,550.70","$14,175.16","2016-02-29"
"C00388694","PRIORITY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00388694","PRYOR, MARK","PRYOR","$17.20","$57,094.10",,"2015-12-10"
"C00351056","PROGRESS PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00351056","VELAZQUEZ, M.","VELAZQUEZ","$15,010.00","$7,000.40","$15,839.06","2016-02-29"
"C00417493","PROGRESSIVE AMERICANS FOR DEMOCRACY","http://docquery.fec.gov/cgi-bin/fecimg/?C00417493","","DEFAZIO FOR CONGRESS","$46,031.60","$36,573.00","$18,656.33","2016-02-29"
"C00381806","PROGRESSIVE CHOICES PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00381806","SCHAKOWSKY, JANICE D","","$102,500.00","$62,562.70","$56,102.81","2016-02-29"
"C00406553","PROGRESSIVE VOTERS OF AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?C00406553","SANDERS, BERNARD","","$23,116.40","$126,539.50","$30,625.45","2015-12-31"
"C00508010","PROGRESSIVES ADVANCING UNITED LEADERSHIP AKA PAUL PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00508010","TONKO, PAUL","TONKO","$14,600.00","$6,207.40","$21,599.30","2016-02-29"
"C00528992","PROMISE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00528992","FUDGE, MARCIA","FUDGE","$34,000.00","$32,074.10","$28,954.13","2016-02-29"
"C00440032","PROMOTING OUR REPUBLICAN TEAM PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00440032","","PORTMAN VICTORY COMMITTEE","$662,823.90","$605,037.40","$186,512.99","2016-02-29"
"C00529149","PROSPER NEW YORK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00529149","","HON RICHARD HANNA","$10,000.00","$9,950.00","$5,653.44","2015-12-31"
"C00377689","PROSPERITY ACTION INC.","http://docquery.fec.gov/cgi-bin/fecimg/?C00377689","","RYAN PROSPERITY ACTION, INC.","$1,823,202.90","$1,440,694.50","$714,480.24","2016-02-29"
"C00574723","PROSPERITY OKLAHOMA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00574723","","JON ECHOLS","$5,228.00","$4,862.10","$365.87","2015-12-31"
"C00563247","PROTECTING AMERICA UNDER LAW POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00563247","GOSAR, PAUL ANTHONY","GOSAR","$5,080.00","$1,030.10","$17,746.97","2015-12-31"
"C00551168","PUGET PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00551168","","RICK LARSEN","$49,000.00","$3,612.40","$78,695.09","2015-12-31"
"C00570861","R SENATE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00570861","","JOHN CORNYN/ALAMO PAC","$75,000.00","$17,378.90","$67,621.12","2015-12-31"
"C00580464","RACPAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00580464","","RYAN  A  COSTELLO","$17,501.00","$15,627.00","$1,874.05","2016-02-29"
"C00553255","RANGERS LEAD THE WAY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00553255","","THOMAS COTTON","$1,000.00","$4,356.50",,"2015-03-23"
"C00493361","RAZOR PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00493361","WOMACK, STEVE","WOMACK","$20,000.00",,"$33,404.06","2016-02-29"
"C00487942","REACHING FOR A BRIGHTER AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00487942","","","$65,500.00","$62,054.50","$54,987.12","2015-12-31"
"C00613018","READY TO WORK PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00613018","","SHEILA JACKSON LEE FOR CONGRESS",,,,""
"C00572040","REASONABLE INDEPENDENT CONSTRUCTIVE AND EFFECTIVE PAC (RICE PAC)","http://docquery.fec.gov/cgi-bin/fecimg/?C00572040","","RICE VICTORY FUND","$115,806.20","$51,940.40","$63,865.74","2015-12-31"
"C00569558","REBUILDING AMERICAS TRUST PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00569558","WOODALL, ROB REP.","WOODALL","$5,000.00","$1,501.00","$19,833.48","2016-03-31"
"C00500025","RECLAIM AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00500025","RUBIO, MARCO","RUBIO","$1,271,821.20","$892,252.40","$410,936.83","2015-12-31"
"C00389122","RED PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00389122","PUTNAM, ADAM","",,"$4,903.70","$2,274.26","2016-02-29"
"C00493924","REINVENTING A NEW DIRECTION POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?C00493924","PAUL, RAND","PAUL","$857,598.50","$966,926.50","$51,111.83","2015-12-31"
"C00577676","RELIGHT AMERICA PAC","http://docquery.fec.gov/cgi-bin/fecimg/?C00577676","","MR KEITH ROTHFUS","$23,500.00","$22,155.40","$1,344.56","2016-02-29"
